Symbol,Environment Risk Score,Social Risk Score,Governance Risk Score
STK,3.0,7.4,3.0
STKH,,,
STKL,,,
STKS,,,
STLA,,,
STLD,9.8,14.4,9.8
STM,,,
STN,,,
STNE,,,
STNG,,,
STOK,,,
STR,,,
STRA,,,
STRC,,,
STRCW,,,
STRL,,,
STRM,,,
STRO,,,
STRR,,,
STRRP,,,
STRS,,,
STRT,,,
STRW,,,
STSA,,,
STSS,,,
STSSW,,,
STT,2.0,11.2,2.0
STT^D,,,
STT^G,,,
STTK,,,
STVN,,,
STWD,,,
STX,1.6,3.8,1.6
STXS,,,
STZ,10.4,10.0,10.4
SU,19.6,6.1,19.6
SUAC,,,
SUI,,,
SUM,,,
SUMO,,,
SUN,,,
SUNL,,,
SUNW,,,
SUP,,,
SUPN,,,
SUPV,,,
SURF,,,
SURG,,,
SURGW,,,
SUZ,,,
SVC,,,
SVFD,,,
SVII,,,
SVIIR,,,
SVIIU,,,
SVM,,,
SVRA,,,
SVRE,,,
SVREW,,,
SVT,,,
SVVC,,,
SWAG,,,
SWAV,,,
SWBI,,,
SWI,,,
SWIM,,,
SWK,6.0,13.0,6.0
SWKH,,,
SWKS,12.0,9.0,12.0
SWN,,,
SWSS,,,
SWTX,,,
SWVL,,,
SWVLW,,,
SWX,,,
SWZ,3.0,10.0,3.0
SXC,,,
SXI,,,
SXT,,,
SXTC,,,
SY,,,
SYBT,,,
SYBX,,,
SYF,0.0,10.0,0.0
SYF^A,,,
SYK,4.0,14.0,4.0
SYM,,,
SYNA,,,
SYNH,,,
SYPR,,,
SYRS,,,
SYT,,,
SYTA,,,
SYTAW,,,
SYY,3.0,5.0,3.0
SZZL,,,
SZZLU,,,
SZZLW,,,
T,2.0,13.0,2.0
T^A,,,
T^C,,,
TA,,,
TAC,,,
TACT,,,
TAIT,,,
TAK,,,
TAL,0.0,11.0,0.0
TALK,,,
TALKW,,,
TALO,,,
TALS,,,
TANH,,,
TANNI,,,
TANNL,,,
TANNZ,,,
TAOP,,,
TAP,7.0,9.0,7.0
TARA,,,
TARO,,,
TARS,,,
TASK,,,
TAST,,,
TATT,,,
TAYD,,,
TBB,,,
TBBK,,,
TBC,,,
TBCP,,,
TBCPW,,,
TBI,,,
TBIO,,,
TBLA,,,
TBLAW,,,
TBLD,,,
TBLT,,,
TBLTW,,,
TBMCU,,,
TBNK,,,
TBPH,,,
TC,,,
TCBC,,,
TCBI,,,
TCBIO,,,
TCBK,,,
TCBP,,,
TCBPW,,,
TCBS,,,
TCBX,,,
TCFC,,,
TCI,,,
TCJH,,,
TCMD,,,
TCN,,,
TCOA,,,
TCOM,3.0,11.0,3.0
TCON,,,
TCPC,,,
TCRR,,,
TCRT,,,
TCRX,,,
TCS,,,
TCX,,,
TD,1.0,12.0,1.0
TDC,,,
TDCX,,,
TDF,,,
TDG,13.0,18.0,13.0
TDOC,,,
TDS,,,
TDS^U,,,
TDS^V,,,
TDUP,,,
TDW,,,
TDY,,,
TEAF,,,
TEAM,,,
TECH,,,
TECK,12.0,7.0,12.0
TECTP,,,
TEDU,,,
TEF,2.0,9.0,2.0
TEI,,,
TEL,6.0,5.0,6.0
TELA,,,
TELL,,,
TELZ,,,
TENB,,,
TENK,,,
TENX,,,
TEO,,,
TER,6.0,5.0,6.0
TERN,,,
TESS,,,
TETE,,,
TETEU,,,
TETEW,,,
TEVA,,,
TEX,,,
TFC,,,
TFC^I,,,
TFC^O,,,
TFC^R,,,
TFFP,,,
TFII,,,
TFIN,,,
TFINP,,,
TFPM,,,
TFSA,,,
TFSL,,,
TFX,5.0,16.0,5.0
TG,,,
TGAA,,,
TGAAU,,,
TGAAW,,,
TGAN,,,
TGB,,,
TGH,,,
TGH^A,,,
TGH^B,,,
TGI,,,
TGL,,,
TGLS,,,
TGNA,0.0,0.0,0.0
TGS,,,
TGT,2.0,8.0,2.0
TGTX,,,
TGVC,,,
TH,,,
THC,,,
THCH,,,
THCHW,,,
THCPU,,,
THCPW,,,
THFF,,,
THG,,,
THM,,,
THMO,,,
THO,7.0,15.0,7.0
THQ,2.0,14.0,2.0
THR,,,
THRD,,,
THRM,,,
THRN,,,
THRX,,,
THRY,,,
THS,,,
THTX,,,
THW,,,
THWWW,,,
TIGO,,,
TIGR,,,
TIL,,,
TILE,,,
TIMB,,,
TIO,,,
TIPT,,,
TIRX,,,
TISI,,,
TITN,,,
TIVC,,,
TIXT,,,
TJX,2.0,7.0,2.0
TK,,,
TKAT,,,
TKC,,,
TKLF,,,
TKNO,,,
TKR,,,
TLF,,,
TLGY,,,
TLGYU,,,
TLGYW,,,
TLIS,,,
TLK,,,
TLRY,,,
TLS,,,
TLSA,,,
TLYS,,,
TM,,,
TMBR,,,
TMC,,,
TMCI,,,
TMCWW,,,
TMDX,,,
TME,,,
TMHC,,,
TMKR,,,
TMKRU,,,
TMKRW,,,
TMO,1.0,6.0,1.0
TMP,,,
TMPO,,,
TMPOW,,,
TMQ,,,
TMST,,,
TMTC,,,
TMTCU,,,
TMUS,5.0,13.0,5.0
TNC,,,
TNDM,,,
TNET,,,
TNGX,,,
TNK,,,
TNL,10.0,11.0,10.0
TNON,,,
TNP,,,
TNP^D,,,
TNP^E,,,
TNP^F,,,
TNXP,,,
TNYA,,,
TOACW,,,
TOI,,,
TOIIW,,,
TOL,10.0,8.0,10.0
TOMZ,,,
TOP,,,
TOPS,,,
TORO,,,
TOST,,,
TOUR,,,
TOVX,,,
TOWN,,,
TPB,,,
TPC,,,
TPCS,,,
TPET,,,
TPG,,,
TPH,,,
TPHS,,,
TPIC,,,
TPL,,,
TPR,1.0,7.0,1.0
TPST,,,
TPTA,,,
TPVG,,,
TPX,,,
TPZ,,,
TR,,,
TRC,,,
TRCA,,,
TRDA,,,
TREE,,,
TREX,,,
TRGP,15.0,15.0,15.0
TRHC,,,
TRI,0.0,3.0,0.0
TRIB,,,
TRIN,,,
TRINL,,,
TRIP,1.0,15.0,1.0
TRIS,,,
TRKA,,,
TRKAW,,,
TRMB,3.0,4.0,3.0
TRMD,,,
TRMK,,,
TRMR,,,
TRN,,,
TRNO,,,
TRNR,,,
TRNS,,,
TRON,,,
TRONW,,,
TROO,,,
TROW,2.0,9.0,2.0
TROX,,,
TRP,11.0,9.0,11.0
TRS,,,
TRST,,,
TRT,,,
TRTL,,,
TRTN,,,
TRTN^A,,,
TRTN^B,,,
TRTN^C,,,
TRTN^D,,,
TRTN^E,,,
TRTX,,,
TRTX^C,,,
TRU,,,
TRUE,,,
TRUP,,,
TRV,1.0,9.0,1.0
TRVG,,,
TRVI,,,
TRVN,,,
TRX,,,
TS,,,
TSAT,,,
TSBK,,,
TSCO,3.0,7.0,3.0
TSE,,,
TSEM,,,
TSHA,,,
TSI,,,
TSLA,3.0,16.0,3.0
TSLX,,,
TSM,,,
TSN,14.0,12.0,14.0
TSP,,,
TSQ,,,
TSRI,,,
TSVT,,,
TT,7.0,4.0,7.0
TTC,6.0,9.0,6.0
TTCF,,,
TTD,,,
TTE,,,
TTEC,,,
TTEK,,,
TTGT,,,
TTI,,,
TTMI,,,
TTNP,,,
TTOO,,,
TTP,,,
TTSH,,,
TTWO,,,
TU,3.0,10.0,3.0
TUP,,,
TURN,,,
TUSK,,,
TUYA,,,
TV,,,
TVC,,,
TVE,,,
TVTX,,,
TW,,,
TWCB,,,
TWCBW,,,
TWI,,,
TWIN,,,
TWKS,,,
TWLO,,,
TWLV,,,
TWLVU,,,
TWLVW,,,
TWN,0.0,0.0,0.0
TWNK,,,
TWO,,,
TWO^A,,,
TWO^B,,,
TWO^C,,,
TWOA,,,
TWOU,,,
TWST,,,
TX,,,
TXG,,,
TXMD,,,
TXN,9.0,5.0,9.0
TXO,,,
TXRH,,,
TXT,11.0,16.0,11.0
TY,4.0,9.0,4.0
TY^,,,
TYG,0.0,0.0,0.0
TYL,,,
TYRA,,,
TZOO,,,
U,,,
UA,,,
UAA,2.0,8.0,2.0
UAL,11.0,13.0,11.0
UAMY,,,
UAN,,,
UAVS,,,
UBA,,,
UBCP,,,
UBER,,,
UBFO,,,
UBP,,,
UBP^H,,,
UBP^K,,,
UBS,1.0,11.0,1.0
UBSI,,,
UBX,,,
UCAR,,,
UCBI,,,
UCBIO,,,
UCL,,,
UCTT,,,
UDMY,,,
UDR,3.0,4.0,3.0
UE,,,
UEC,,,
UEIC,,,
UFAB,,,
UFCS,,,
UFI,,,
UFPI,,,
UFPT,,,
UG,,,
UGI,15.0,12.0,15.0
UGIC,,,
UGP,,,
UGRO,,,
UHAL,7.0,9.0,7.0
UHG,,,
UHGWW,,,
UHS,4.0,21.0,4.0
UHT,,,
UI,,,
UIHC,,,
UIS,,,
UK,,,
UL,,,
ULBI,,,
ULCC,,,
ULH,,,
ULTA,4.0,7.0,4.0
UMBF,,,
UMC,,,
UMH,,,
UMH^D,,,
UNAM,,,
UNB,,,
UNCY,,,
UNF,,,
UNFI,,,
UNH,0.0,12.0,0.0
UNIT,,,
UNM,1.0,9.0,1.0
UNMA,,,
UNP,9.0,12.0,9.0
UNTY,,,
UNVR,,,
UONE,,,
UONEK,,,
UP,,,
UPBD,,,
UPC,,,
UPH,,,
UPLD,,,
UPS,5.0,10.0,5.0
UPST,,,
UPTDW,,,
UPWK,,,
UPXI,,,
URBN,,,
URG,,,
URGN,,,
URI,6.0,7.0,6.0
UROY,,,
USA,4.0,10.0,4.0
USAC,,,
USAP,,,
USAS,,,
USAU,,,
USB,2.0,16.0,2.0
USB^A,,,
USB^H,,,
USB^P,,,
USB^Q,,,
USB^R,,,
USB^S,,,
USCB,,,
USCTW,,,
USDP,,,
USEA,,,
USEG,,,
USFD,,,
USGO,,,
USGOW,,,
USIO,,,
USLM,,,
USM,,,
USNA,,,
USPH,,,
USX,,,
UTAA,,,
UTAAW,,,
UTF,,,
UTG,9.0,9.0,9.0
UTHR,2.0,17.0,2.0
UTI,,,
UTL,,,
UTMD,,,
UTME,,,
UTRS,,,
UTSI,,,
UTZ,,,
UUU,,,
UUUU,,,
UVE,,,
UVSP,,,
UVV,,,
UWMC,,,
UXIN,,,
UZD,,,
UZE,,,
UZF,,,
V,1.0,8.0,1.0
VABK,,,
VAC,,,
VACC,,,
VAL,,,
VALE,,,
VALN,,,
VALU,,,
VANI,,,
VAPO,,,
VAQC,,,
VATE,,,
VAXX,,,
VBF,,,
VBFC,,,
VBIV,,,
VBLT,,,
VBNK,,,
VBOC,,,
VBOCW,,,
VBTX,,,
VC,,,
VCEL,,,
VCIF,,,
VCIG,,,
VCNX,,,
VCSA,,,
VCTR,,,
VCV,,,
VCXA,,,
VCXAW,,,
VCXB,,,
VCYT,,,
VECO,,,
VECT,,,
VEDU,,,
VEEE,,,
VEEV,,,
VEL,,,
VEON,,,
VERA,,,
VERB,,,
VERI,,,
VERO,,,
VERU,,,
VERV,,,
VERX,,,
VERY,,,
VET,,,
VEV,,,
VFC,1.0,7.0,1.0
VFF,,,
VFL,,,
VGAS,,,
VGI,,,
VGM,,,
VGR,,,
VGZ,,,
VHC,,,
VHI,,,
VIA,,,
VIAO,,,
VIASP,,,
VIAV,,,
VICI,,,
VICR,,,
VIEW,,,
VIEWW,,,
VIGL,,,
VII,,,
VIIAW,,,
VINC,,,
VINE,,,
VINO,,,
VINP,,,
VIOT,,,
VIPS,8.0,8.0,8.0
VIR,,,
VIRC,,,
VIRI,,,
VIRT,,,
VIRX,,,
VISL,,,
VIST,,,
VITL,,,
VIV,,,
VIVK,,,
VJET,,,
VKI,,,
VKQ,,,
VKTX,,,
VLCN,,,
VLD,,,
VLGEA,,,
VLN,,,
VLO,18.0,7.0,18.0
VLRS,,,
VLT,,,
VLY,,,
VLYPO,,,
VLYPP,,,
VMAR,,,
VMC,16.0,5.0,16.0
VMCA,,,
VMCAU,,,
VMCAW,,,
VMD,,,
VMEO,,,
VMGA,,,
VMGAU,,,
VMI,,,
VMO,,,
VMW,3.0,7.0,3.0
VNCE,,,
VNDA,,,
VNET,,,
VNO,3.0,4.0,3.0
VNO^L,,,
VNO^M,,,
VNO^N,,,
VNO^O,,,
VNOM,,,
VNRX,,,
VNT,,,
VNTR,,,
VOC,,,
VOD,,,
VOR,,,
VOXR,,,
VOXX,,,
VOYA,2.0,12.0,2.0
VOYA^B,,,
VPG,,,
VPV,,,
VQS,,,
VRA,,,
VRAR,,,
VRAX,,,
VRAY,,,
VRCA,,,
VRDN,,,
VRE,,,
VREX,,,
VRM,,,
VRME,,,
VRMEW,,,
VRNA,,,
VRNS,,,
VRNT,,,
VRPX,,,
VRRM,,,
VRSK,0.0,14.0,0.0
VRSN,5.0,11.0,5.0
VRT,,,
VRTS,,,
VRTV,,,
VRTX,1.0,15.0,1.0
VS,,,
VSAC,,,
VSACW,,,
VSAT,,,
VSCO,,,
VSEC,,,
VSH,,,
VSSYW,,,
VST,,,
VSTA,,,
VSTM,,,
VSTO,,,
VTEX,,,
VTGN,,,
VTLE,,,
VTN,,,
VTNR,,,
VTOL,,,
VTR,3.0,4.0,3.0
VTRS,,,
VTRU,,,
VTS,,,
VTSI,,,
VTVT,,,
VTYX,,,
VUZI,,,
VVI,,,
VVOS,,,
VVPR,,,
VVR,,,
VVV,,,
VVX,,,
VWE,,,
VXRT,,,
VYGR,,,
VYNE,,,
VYNT,,,
VZ,4.0,9.0,4.0
VZIO,,,
VZLA,,,
W,,,
WAB,5.0,12.0,5.0
WABC,,,
WAFD,,,
WAFDP,,,
WAFU,,,
WAL,,,
WAL^A,,,
WALD,,,
WALDW,,,
WASH,,,
WAT,1.0,9.0,1.0
WATT,,,
WAVC,,,
WAVD,,,
WAVE,,,
WAVS,,,
WAVSU,,,
WAVSW,,,
WB,,,
WBA,2.0,12.0,2.0
WBD,,,
WBS,,,
WBS^F,,,
WBS^G,,,
WBX,,,
WCC,,,
WCC^A,,,
WCN,10.0,6.0,10.0
WD,,,
WDAY,1.0,6.0,1.0
WDC,1.0,4.0,1.0
WDFC,,,
WDH,,,
WDI,,,
WDS,,,
WE,,,
WEA,,,
WEAV,,,
WEC,15.0,7.0,15.0
WEJO,,,
WEJOW,,,
WEL,,,
WELL,4.0,3.0,4.0
WEN,,,
WERN,,,
WES,,,
WEST,,,
WESTW,,,
WETG,,,
WEX,,,
WEYS,,,
WF,,,
WFC,2.0,15.0,2.0
WFC^A,,,
WFC^C,,,
WFC^D,,,
WFC^L,,,
WFC^Q,,,
WFC^R,,,
WFC^Y,,,
WFC^Z,,,
WFCF,,,
WFG,,,
WFRD,0.0,0.0,0.0
WGO,,,
WGS,,,
WH,,,
WHD,,,
WHF,,,
WHG,,,
WHLM,,,
WHLR,,,
WHLRD,,,
WHLRP,,,
WHR,5.0,7.0,5.0
WIA,,,
WILC,,,
WIMI,,,
WINA,,,
WING,,,
WINT,,,
WINV,,,
WINVR,,,
WIRE,,,
WISA,,,
WISH,,,
WIT,,,
WIW,,,
WIX,,,
WK,,,
WKEY,,,
WKHS,,,
WKME,,,
WKSP,,,
WKSPW,,,
WLDN,,,
WLDS,,,
WLFC,,,
WLGS,,,
WLK,19.0,3.0,19.0
WLKP,,,
WLMS,,,
WLY,,,
WLYB,,,
WM,8.0,5.0,8.0
WMB,10.0,10.0,10.0
WMC,,,
WMG,,,
WMK,,,
WMPN,,,
WMS,,,
WMT,4.0,14.0,4.0
WNC,,,
WNEB,,,
WNNR,,,
WNS,,,
WNW,,,
WOLF,,,
WOOF,,,
WOR,,,
WORX,,,
WOW,,,
WPC,4.0,5.0,4.0
WPM,0.0,3.0,0.0
WPP,,,
WPRT,,,
WRAC,,,
WRAP,,,
WRB,2.0,8.0,2.0
WRB^E,,,
WRB^F,,,
WRB^G,,,
WRB^H,,,
WRBY,,,
WRK,,,
WRLD,,,
WRN,,,
WSBC,,,
WSBCP,,,
WSBF,,,
WSC,,,
WSFS,,,
WSM,,,
WSO,,,
WSO/B,,,
WSR,,,
WST,,,
WT,,,
WTBA,,,
WTER,,,
WTFC,,,
WTFCM,,,
WTFCP,,,
WTI,,,
WTM,,,
WTMA,,,
WTMAR,,,
WTRG,9.0,11.0,9.0
WTS,,,
WTT,,,
WTTR,,,
WTW,0.0,9.0,0.0
WU,1.0,6.0,1.0
WULF,,,
WVE,,,
WVVI,,,
WVVIP,,,
WW,,,
WWAC,,,
WWACU,,,
WWACW,,,
WWD,,,
WWE,,,
WWR,,,
WWW,,,
WY,10.0,3.0,10.0
WYNN,4.0,12.0,4.0
WYY,,,
X,16.0,10.0,16.0
XAIR,,,
XBIO,,,
XBIT,,,
XCUR,,,
XEL,13.0,7.0,13.0
XELA,,,
XELAP,,,
XELB,,,
XENE,,,
XERS,,,
XFIN,,,
XFLT,,,
XFLT^A,,,
XFOR,,,
XGN,,,
XHR,,,
XIN,,,
XLO,,,
XM,,,
XMTR,,,
XNCR,,,
XNET,,,
XOM,19.0,10.0,19.0
XOMA,,,
XOMAO,,,
XOMAP,,,
XOS,,,
XOSWW,,,
XP,,,
XPAX,,,
XPDB,,,
XPDBU,,,
XPEL,,,
XPER,,,
XPEV,,,
XPL,,,
XPO,,,
XPOF,,,
XPON,,,
XPRO,,,
XRAY,2.0,7.0,2.0
XRTX,,,
XRX,,,
XTLB,,,
XTNT,,,
XWEL,,,
XXII,,,
XYF,,,
XYL,4.0,7.0,4.0
YALA,,,
YCBD,,,
YCBD^A,,,
YELL,,,
YELP,,,
YETI,,,
YEXT,,,
YGF,,,
YGMZ,,,
YI,,,
YJ,,,
YMAB,,,
YMM,,,
YORW,,,
YOSH,,,
YOTA,,,
YOTAR,,,
YOTAU,,,
YOTAW,,,
YOU,,,
YPF,,,
YQ,,,
YRD,,,
YS,,,
YSBPW,,,
YSG,,,
YTEN,,,
YTRA,,,
YUM,4.0,12.0,4.0
YUMC,,,
YVR,,,
YY,,,
Z,1.0,13.0,1.0
ZAPP,,,
ZAPPW,,,
ZBH,4.0,15.0,4.0
ZBRA,,,
ZCMD,,,
ZD,,,
ZDGE,,,
ZENV,,,
ZEPP,,,
ZETA,,,
ZEUS,,,
ZEV,,,
ZFOX,,,
ZFOXW,,,
ZG,,,
ZGN,,,
ZH,,,
ZI,,,
ZIM,,,
ZIMV,,,
ZING,,,
ZINGW,,,
ZION,,,
ZIONL,,,
ZIONO,,,
ZIONP,,,
ZIP,,,
ZIVO,,,
ZIVOW,,,
ZJYL,,,
ZKIN,,,
ZLAB,,,
ZM,,,
ZNTL,,,
ZOM,,,
ZS,,,
ZT,,,
ZTAQW,,,
ZTEK,,,
ZTO,,,
ZTR,9.0,9.0,9.0
ZTS,1.0,8.0,1.0
ZUMZ,,,
ZUO,,,
ZURA,,,
ZURAW,,,
ZVIA,,,
ZVRA,,,
ZVSA,,,
ZWS,,,
ZYME,,,
ZYNE,,,
