Symbol,Environment Risk Score,Social Risk Score,Governance Risk Score
CMS,10.0,6.0,10.0
CMS^B,,,
CMS^C,,,
CMSA,,,
CMSC,,,
CMSD,,,
CMT,,,
CMTG,,,
CMTL,,,
CMU,,,
CNA,2.0,12.0,2.0
CNC,0.0,13.0,0.0
CNDA,,,
CNDB,,,
CNDT,,,
CNET,,,
CNEY,,,
CNF,,,
CNFR,,,
CNFRL,,,
CNGL,,,
CNGLU,,,
CNGLW,,,
CNHI,5.0,5.0,5.0
CNI,6.0,7.0,6.0
CNK,,,
CNM,,,
CNMD,,,
CNNE,,,
CNO,,,
CNO^A,,,
CNOB,,,
CNOBP,,,
CNP,11.0,10.0,11.0
CNQ,18.0,8.0,18.0
CNS,,,
CNSL,,,
CNSP,,,
CNTA,,,
CNTB,,,
CNTG,,,
CNTX,,,
CNTY,,,
CNX,,,
CNXA,,,
CNXC,,,
CNXN,,,
COCO,,,
COCP,,,
CODA,,,
CODI,,,
CODI^A,,,
CODI^B,,,
CODI^C,,,
CODX,,,
COE,,,
COEP,,,
COF,0.0,13.0,0.0
COF^I,,,
COF^J,,,
COF^K,,,
COF^L,,,
COF^N,,,
COFS,,,
COGT,,,
COHN,,,
COHR,,,
COHU,,,
COIN,,,
COKE,,,
COLB,,,
COLD,,,
COLL,,,
COLM,,,
COMM,0.0,0.0,0.0
COMP,,,
COMS,,,
COMSP,,,
CONN,,,
CONX,,,
CONXW,,,
COO,3.0,11.0,3.0
COOK,,,
COOL,,,
COOLW,,,
COOP,,,
COP,17.0,10.0,17.0
CORR,,,
CORR^A,,,
CORS,,,
CORT,,,
COSM,,,
COST,7.0,11.0,7.0
COTY,11.0,9.0,11.0
COUR,,,
COYA,,,
CP,6.0,8.0,6.0
CPA,,,
CPAA,,,
CPAAU,,,
CPAAW,,,
CPAC,,,
CPB,11.0,8.0,11.0
CPE,,,
CPF,,,
CPG,22.0,10.0,22.0
CPHC,,,
CPHI,,,
CPIX,,,
CPK,,,
CPLP,,,
CPNG,,,
CPOP,,,
CPRI,1.0,9.0,1.0
CPRT,2.0,11.0,2.0
CPRX,,,
CPS,,,
CPSH,,,
CPSI,,,
CPSS,,,
CPT,4.0,4.0,4.0
CPTK,,,
CPTN,,,
CPTNW,,,
CPUH,,,
CPZ,5.0,10.0,5.0
CQP,,,
CR,,,
CRAI,,,
CRBG,,,
CRBP,,,
CRBU,,,
CRC,,,
CRCT,,,
CRD/A,,,
CRD/B,,,
CRDF,,,
CRDL,,,
CRDO,,,
CREC,,,
CRECW,,,
CREG,,,
CRESW,,,
CRESY,,,
CREX,,,
CREXW,,,
CRF,3.0,10.0,3.0
CRGE,,,
CRGO,,,
CRGOW,,,
CRGY,,,
CRH,,,
CRI,,,
CRIS,,,
CRK,,,
CRKN,,,
CRL,,,
CRM,2.0,6.0,2.0
CRMD,,,
CRMT,,,
CRNC,,,
CRNT,,,
CRNX,,,
CRON,,,
CROX,,,
CRS,,,
CRSP,,,
CRSR,,,
CRT,,,
CRTO,,,
CRUS,,,
CRVL,,,
CRVS,,,
CRWD,,,
CRWS,,,
CS,,,
CSAN,,,
CSBR,,,
CSCO,0.0,6.0,0.0
CSGP,5.0,13.0,5.0
CSGS,,,
CSIQ,,,
CSL,11.0,4.0,11.0
CSLM,,,
CSPI,,,
CSQ,,,
CSR,,,
CSR^C,,,
CSSE,,,
CSSEL,,,
CSSEN,,,
CSSEP,,,
CSTA,,,
CSTE,,,
CSTL,,,
CSTM,,,
CSTR,,,
CSV,,,
CSWC,,,
CSWI,,,
CSX,7.0,9.0,7.0
CTA^A,,,
CTA^B,,,
CTAS,3.0,9.0,3.0
CTBB,,,
CTBI,,,
CTDD,,,
CTG,,,
CTGO,,,
CTHR,,,
CTIB,,,
CTIC,,,
CTKB,,,
CTLP,,,
CTLT,,,
CTM,,,
CTMX,,,
CTO,,,
CTO^A,,,
CTOS,,,
CTR,0.0,0.0,0.0
CTRA,24.0,13.0,24.0
CTRE,,,
CTRM,,,
CTRN,,,
CTS,,,
CTSH,1.0,8.0,1.0
CTSO,,,
CTV,,,
CTVA,,,
CTXR,,,
CUBA,0.0,0.0,0.0
CUBB,,,
CUBE,,,
CUBI,,,
CUBI^E,,,
CUBI^F,,,
CUE,,,
CUEN,,,
CUENW,,,
CUK,,,
CULL,,,
CULP,,,
CURI,,,
CURIW,,,
CURO,,,
CURV,,,
CUTR,,,
CUZ,,,
CVAC,,,
CVBF,,,
CVCO,,,
CVCY,,,
CVE,23.0,10.0,23.0
CVEO,,,
CVGI,,,
CVGW,,,
CVI,,,
CVII,,,
CVKD,,,
CVLG,,,
CVLT,,,
CVLY,,,
CVM,,,
CVNA,,,
CVR,,,
CVRX,,,
CVS,0.0,16.0,0.0
CVT,,,
CVU,,,
CVV,,,
CVX,19.0,9.0,19.0
CW,,,
CWAN,,,
CWBC,,,
CWBR,,,
CWCO,,,
CWEN,,,
CWH,,,
CWK,,,
CWST,,,
CWT,,,
CX,,,
CXAC,,,
CXAI,,,
CXAIW,,,
CXDO,,,
CXE,,,
CXH,,,
CXM,,,
CXT,,,
CXW,,,
CYAD,,,
CYAN,,,
CYBN,,,
CYBR,,,
CYCC,,,
CYCCP,,,
CYCN,,,
CYD,,,
CYH,,,
CYN,,,
CYRX,,,
CYT,,,
CYTH,,,
CYTHW,,,
CYTK,,,
CYTO,,,
CYXT,,,
CZFS,,,
CZNC,,,
CZOO,,,
CZR,,,
CZWI,,,
D,11.0,9.0,11.0
DAC,,,
DADA,,,
DAIO,,,
DAKT,,,
DAL,10.0,11.0,10.0
DALN,,,
DALS,,,
DAN,,,
DAO,,,
DAR,,,
DARE,,,
DASH,,,
DATS,,,
DATSW,,,
DAVA,,,
DAVE,,,
DAVEW,,,
DAWN,,,
DB,1.0,12.0,1.0
DBD,,,
DBGI,,,
DBGIW,,,
DBI,,,
DBL,,,
DBRG,,,
DBRG^H,,,
DBRG^I,,,
DBRG^J,,,
DBTX,,,
DBVT,,,
DBX,,,
DC,,,
DCBO,,,
DCF,,,
DCFC,,,
DCFCW,,,
DCGO,,,
DCI,11.0,15.0,11.0
DCO,,,
DCOM,,,
DCOMP,,,
DCP,,,
DCP^B,,,
DCP^C,,,
DCPH,,,
DCTH,,,
DD,13.0,8.0,13.0
DDD,,,
DDI,,,
DDL,,,
DDOG,,,
DDS,,,
DDT,,,
DE,3.0,7.0,3.0
DEA,,,
DECA,,,
DECK,,,
DEI,5.0,5.0,5.0
DELL,1.0,9.0,1.0
DEN,,,
DENN,,,
DEO,,,
DERM,,,
DESP,,,
DFFN,,,
DFH,,,
DFIN,,,
DFLI,,,
DFLIW,,,
DFP,2.0,10.0,2.0
DFS,0.0,12.0,0.0
DG,3.0,9.0,3.0
DGHI,,,
DGICA,,,
DGICB,,,
DGII,,,
DGLY,,,
DGX,0.0,13.0,0.0
DH,,,
DHACW,,,
DHC,,,
DHCA,,,
DHCAW,,,
DHCNI,,,
DHCNL,,,
DHF,,,
DHI,9.0,7.0,9.0
DHIL,,,
DHR,1.0,5.0,1.0
DHT,,,
DHX,,,
DHY,,,
DIAX,3.0,12.0,3.0
DIBS,,,
DICE,,,
DIN,,,
DINO,,,
DIOD,,,
DIS,0.0,8.0,0.0
DISAW,,,
DISH,2.0,10.0,2.0
DIST,,,
DISTR,,,
DIT,,,
DJCO,,,
DK,,,
DKDCA,,,
DKL,,,
DKNG,,,
DKS,3.0,7.0,3.0
DLA,,,
DLB,,,
DLHC,,,
DLNG,,,
DLNG^A,,,
DLNG^B,,,
DLO,,,
DLPN,,,
DLR,3.0,3.0,3.0
DLR^J,,,
DLR^K,,,
DLR^L,,,
DLTH,,,
DLTR,3.0,7.0,3.0
DLX,,,
DLY,,,
DM,,,
DMA,,,
DMAC,,,
DMAQ,,,
DMAQR,,,
DMB,,,
DMF,,,
DMLP,,,
DMO,,,
DMRC,,,
DMS,,,
DMTK,,,
DNA,,,
DNAB,,,
DNAD,,,
DNB,,,
DNLI,,,
DNMR,,,
DNN,,,
DNOW,,,
DNP,11.0,9.0,11.0
DNUT,,,
DO,,,
DOC,,,
DOCN,,,
DOCS,,,
DOCU,,,
DOGZ,,,
DOLE,,,
DOMA,,,
DOMH,,,
DOMO,,,
DOOO,,,
DOOR,,,
DORM,,,
DOUG,,,
DOV,7.0,12.0,7.0
DOW,,,
DOX,1.0,6.0,1.0
DOYU,,,
DPCS,,,
DPG,,,
DPRO,,,
DPSI,,,
DPZ,8.0,17.0,8.0
DQ,,,
DRCT,,,
DRCTW,,,
DRD,,,
DRH,,,
DRH^A,,,
DRI,8.0,15.0,8.0
DRIO,,,
DRMA,,,
DRMAW,,,
DRQ,,,
DRRX,,,
DRS,,,
DRTS,,,
DRTSW,,,
DRTT,,,
DRUG,,,
DRVN,,,
DSEY,,,
DSGN,,,
DSGR,,,
DSGX,,,
DSKE,,,
DSL,,,
DSM,,,
DSP,,,
DSS,,,
DSU,,,
DSWL,,,
DSX,,,
DSX^B,,,
DT,,,
DTB,,,
DTC,,,
DTE,15.0,10.0,15.0
DTF,,,
DTG,,,
DTIL,,,
DTM,,,
DTOC,,,
DTOCU,,,
DTOCW,,,
DTSS,,,
DTST,,,
DTSTW,,,
DTW,,,
DUET,,,
DUETW,,,
DUK,14.0,9.0,14.0
DUK^A,,,
DUKB,,,
DUNE,,,
DUNEU,,,
DUNEW,,,
DUO,,,
DUOL,,,
DUOT,,,
DV,,,
DVA,0.0,14.0,0.0
DVAX,,,
DVN,21.0,8.0,21.0
DWAC,,,
DWACU,,,
DWACW,,,
DWSN,,,
DX,,,
DX^C,,,
DXC,1.0,10.0,1.0
DXCM,5.0,10.0,5.0
DXF,,,
DXLG,,,
DXPE,,,
DXR,,,
DXYN,,,
DY,,,
DYAI,,,
DYN,,,
DYNT,,,
DZSI,,,
E,,,
EA,0.0,6.0,0.0
EACPW,,,
EAD,,,
EAF,,,
EAI,,,
EAR,,,
EARN,,,
EAST,,,
EAT,,,
EB,,,
EBAY,1.0,9.0,1.0
EBC,,,
EBET,,,
EBF,,,
EBIX,,,
EBMT,,,
EBON,,,
EBR,,,
EBS,,,
EBTC,,,
EC,,,
ECAT,,,
ECBK,,,
ECC           ,,,
ECC^D,,,
ECCC,,,
ECCV,,,
ECCW,,,
ECCX,,,
ECF,0.0,0.0,0.0
ECF^A,,,
ECL,9.0,8.0,9.0
ECOR,,,
ECPG,,,
ECVT,,,
ECX,,,
ED,7.0,9.0,7.0
EDAP,,,
EDBL,,,
EDBLW,,,
EDD,,,
EDF,,,
EDI,,,
EDIT,,,
EDN,,,
EDR,,,
EDRY,,,
EDSA,,,
EDTK,,,
EDTX,,,
EDU,0.0,9.0,0.0
EDUC,,,
EE,,,
EEA,4.0,9.0,4.0
EEFT,,,
EEIQ,,,
EEX,,,
EFC,,,
EFC^A,,,
EFC^B,,,
EFC^C,,,
EFHT,,,
EFHTR,,,
EFOI,,,
EFR,,,
EFSC,,,
EFSCP,,,
EFSH,,,
EFT,,,
EFTR,,,
EFX,0.0,19.0,0.0
EFXT,,,
EGAN,,,
EGBN,,,
EGF,,,
EGHT,,,
EGIO,,,
EGLE,,,
EGLX,,,
EGO,,,
EGP,,,
EGRX,,,
EGY,,,
EH,,,
EHAB,,,
EHC,,,
EHI,,,
EHTH,,,
EIC,,,
EICA,,,
EIG,,,
EIGR,,,
EIM,,,
EIX,11.0,11.0,11.0
EJH,,,
EKSO,,,
EL,7.0,11.0,7.0
ELA,,,
ELAN,,,
ELBM,,,
ELC,,,
ELDN,,,
ELEV,,,
ELF,,,
ELLO,,,
ELMD,,,
ELME,,,
ELOX,,,
ELP,,,
ELS,,,
ELSE,,,
ELTK,,,
ELV,0.0,6.0,0.0
ELVN,,,
ELYM,,,
ELYS,,,
EM,,,
EMAN,,,
EMBC,,,
EMBK,,,
EMBKW,,,
EMCG,,,
EMD,,,
EME,,,
EMF,4.0,10.0,4.0
EMKR,,,
EML,,,
EMLD,,,
EMLDU,,,
EMLDW,,,
EMN,12.0,5.0,12.0
EMO,,,
EMP,,,
EMR,10.0,12.0,10.0
EMX,,,
ENB,9.0,9.0,9.0
ENER,,,
ENERR,,,
ENERW,,,
ENFN,,,
ENG,,,
ENIC,,,
ENJ,,,
ENLC,,,
ENLT,,,
ENLV,,,
ENO,,,
ENOB,,,
ENOV,,,
ENPH,,,
ENR,,,
ENS,,,
ENSC,,,
ENSG,,,
ENSV,,,
ENTA,,,
ENTF,,,
ENTFW,,,
ENTG,,,
ENTX,,,
ENTXW,,,
ENV,,,
ENVA,,,
ENVB,,,
ENVX,,,
ENX,,,
ENZ,,,
EOCW,,,
EOD,5.0,9.0,5.0
EOG,20.0,8.0,20.0
EOI,4.0,11.0,4.0
EOLS,,,
EOS,3.0,10.0,3.0
EOSE,,,
EOSEW,,,
EOT,,,
EP,,,
EP^C,,,
EPAC,,,
EPAM,,,
EPC,,,
EPD,,,
EPIX,,,
EPM,,,
EPOW,,,
EPR,,,
EPR^C,,,
EPR^E,,,
EPR^G,,,
EPRT,,,
EPSN,,,
EQ,,,
EQBK,,,
EQC,,,
EQC^D,,,
EQH,,,
EQH^A,,,
EQH^C,,,
EQIX,3.0,4.0,3.0
EQNR,,,
EQR,3.0,3.0,3.0
EQRX,,,
EQRXW,,,
EQS,,,
EQT,19.0,10.0,19.0
EQX,,,
ERAS,,,
ERC,,,
ERESW,,,
ERF,,,
ERH,13.0,9.0,13.0
ERIC,,,
ERIE,2.0,11.0,2.0
ERII,,,
ERJ,,,
ERNA,,,
ERO,,,
ERYP,,,
ES,5.0,8.0,5.0
ESAB,,,
ESAC,,,
ESACW,,,
ESCA,,,
ESE,,,
ESEA,,,
ESGR,,,
ESGRO,,,
ESGRP,,,
ESI,,,
ESLT,,,
ESMT,,,
ESNT,,,
ESOA,,,
ESP,,,
ESPR,,,
ESQ,,,
ESRT,,,
ESS,4.0,3.0,4.0
ESSA,,,
ESTA,,,
ESTC,,,
ESTE,,,
ET,0.0,0.0,0.0
ET^C,,,
ET^D,,,
ET^E,,,
ETAO,,,
ETB,4.0,10.0,4.0
ETD,,,
ETG,4.0,10.0,4.0
ETI^,,,
ETJ,3.0,11.0,3.0
ETN,5.0,7.0,5.0
ETNB,,,
ETO,4.0,10.0,4.0
ETON,,,
ETR,16.0,7.0,16.0
ETRN,,,
ETSY,,,
ETV,3.0,10.0,3.0
ETW,4.0,9.0,4.0
ETWO,,,
ETX           ,,,
ETY,4.0,11.0,4.0
EU,,,
EUDA,,,
EUDAW,,,
EURN,,,
EVA,,,
EVAX,,,
EVBG,,,
EVBN,,,
EVC,,,
EVCM,,,
EVE,,,
EVER,,,
EVEX,,,
EVF,,,
EVG,,,
EVGN,,,
EVGO,,,
EVGOW,,,
EVGR,,,
EVGRW,,,
EVH,,,
EVI,,,
EVLO,,,
EVLV,,,
EVLVW,,,
EVM,,,
EVN,,,
EVO,,,
EVOK,,,
EVR,,,
EVRG,,,
EVRI,,,
EVT,5.0,11.0,5.0
EVTC,,,
EVTL,,,
EVTV,,,
EVV,,,
EW,3.0,9.0,3.0
EWBC,2.0,12.0,2.0
EWCZ,,,
EWTX,,,
EXAI,,,
EXAS,,,
EXC,9.0,9.0,9.0
EXEL,,,
EXFY,,,
EXG,4.0,10.0,4.0
EXK,,,
EXLS,,,
EXP,22.0,9.0,22.0
EXPD,4.0,7.0,4.0
EXPE,2.0,14.0,2.0
EXPI,,,
EXPO,,,
EXPR,,,
EXR,4.0,4.0,4.0
EXTR,,,
EYE,,,
EYEN,,,
EYPT,,,
EZFL,,,
EZGO,,,
EZPW,,,
F,9.0,11.0,9.0
F^B,,,
F^C,,,
F^D,,,
FA,,,
FACT,,,
FAF,,,
FAM,,,
FAMI,,,
FANG,,,
FANH,,,
FARM,,,
FARO,,,
FAST,11.0,9.0,11.0
FAT,,,
FATBB,,,
FATBP,,,
FATBW,,,
FATE,,,
FATH,,,
FATP,,,
FATPW,,,
FAX,,,
FAZE,,,
FAZEW,,,
FBIN,12.0,6.0,12.0
FBIO,,,
FBIOP,,,
FBIZ,,,
FBK,,,
FBMS,,,
FBNC,,,
FBP,,,
FBRT,,,
FBRT^E,,,
FBRX,,,
FC,,,
FCAP,,,
FCBC,,,
FCCO,,,
FCEL,,,
FCF,,,
FCFS,,,
FCN,,,
FCNCA,,,
FCNCO,,,
FCNCP,,,
FCO,,,
FCPT,,,
FCRX,,,
FCT,,,
FCUV,,,
FCX,17.0,10.0,17.0
FDBC,,,
FDEU,,,
FDMT,,,
FDP,,,
FDS,3.0,11.0,3.0
FDUS,,,
FDX,5.0,9.0,5.0
FE,13.0,10.0,13.0
FEAM,,,
FEDU,,,
FEI           ,,,
FEIM,,,
FELE,,,
FEMY,,,
FEN,0.0,0.0,0.0
FENC,,,
FENG,,,
FERG,,,
FET,,,
FEXD,,,
FF,,,
FFA,3.0,10.0,3.0
FFBC,,,
FFC,2.0,10.0,2.0
FFIC,,,
FFIE,,,
FFIEW,,,
FFIN,,,
FFIV,1.0,12.0,1.0
FFNW,,,
FFWM,,,
FG,,,
FGB,,,
FGBI,,,
FGBIP,,,
FGEN,,,
FGF,,,
FGFPP,,,
FGH,,,
FGI,,,
FGIWW,,,
FGMC,,,
FGMCW,,,
FHB,,,
FHI,,,
FHN,,,
FHN^B,,,
FHN^C,,,
FHN^D,,,
FHN^E,,,
FHN^F,,,
FHTX,,,
FIBK,,,
FICO,,,
FICV,,,
FICVW,,,
FIF,,,
FIGS,,,
FINS,,,
FINV,,,
FINW,,,
FIP,,,
FIS,1.0,11.0,1.0
FISI,,,
FISV,1.0,11.0,1.0
FITB,1.0,9.0,1.0
FITBI,,,
FITBO,,,
FITBP,,,
FIVE,,,
FIVN,,,
FIX,,,
FIXX,,,
FIZZ,,,
FKWL,,,
FL,2.0,7.0,2.0
FLAG,,,
FLC,2.0,11.0,2.0
FLEX,0.0,0.0,0.0
FLFVR,,,
FLFVW,,,
FLGC,,,
FLGT,,,
FLIC,,,
FLJ,,,
FLL,,,
FLME,,,
FLNC,,,
FLNG,,,
FLNT,,,
FLO,,,
FLR,0.0,0.0,0.0
FLS,8.0,12.0,8.0
FLT,3.0,9.0,3.0
FLUX,,,
FLWS,,,
FLXS,,,
FLYW,,,
FMAO,,,
FMBH,,,
FMC,16.0,9.0,16.0
FMIV,,,
FMIVW,,,
FMN,,,
FMNB,,,
FMS,,,
FMX,,,
FMY,,,
FN,,,
FNA,,,
FNB,,,
FNB^E,,,
FNCB,,,
FNCH,,,
FND,,,
FNF,2.0,10.0,2.0
FNGR,,,
FNKO,,,
FNLC,,,
FNV,0.0,3.0,0.0
FNVT,,,
FNVTU,,,
FNVTW,,,
FNWB,,,
FNWD,,,
FOA,,,
FOCS,,,
FOF,4.0,9.0,4.0
FOLD,,,
FONR,,,
FOR,,,
FORA,,,
FORD,,,
FORG,,,
FORLU,,,
FORM,,,
FORR,,,
FORTY,,,
FOSL,,,
FOSLL,,,
FOUR,,,
FOX,,,
FOXA,,,
FOXF,,,
FOXO,,,
FPAY,,,
FPF,3.0,10.0,3.0
FPH,,,
FPI,,,
FPL,0.0,0.0,0.0
FR,,,
FRA,,,
FRAF,,,
FRBA,,,
FRBK,,,
FRBN,,,
FRBNU,,,
FRBNW,,,
FRD,,,
FREE,,,
FREEW,,,
FREQ,,,
FREY,,,
FRG,,,
FRGAP,,,
FRGE,,,
FRGI,,,
FRGT,,,
FRHC,,,
FRLA,,,
FRLAU,,,
FRLN,,,
FRME,,,
FRMEP,,,
FRO,,,
FROG,,,
FRPH,,,
FRPT,,,
FRSH,,,
FRST,,,
FRSX,,,
FRT,2.0,4.0,2.0
FRT^C,,,
FRTX,,,
FRXB,,,
FRZA,,,
FSBC,,,
FSBW,,,
FSCO,,,
FSD,,,
FSEA,,,
FSFG,,,
FSI,,,
FSK,,,
FSLR,,,
FSLY,,,
FSM,,,
FSP,,,
FSR,,,
FSRXU,,,
FSRXW,,,
FSS,,,
FSTR,,,
FSV,,,
FT,,,
FTAI,,,
FTAIM,,,
FTAIN,,,
FTAIO,,,
FTAIP,,,
FTCH,,,
FTCI,,,
FTDR,,,
FTEK,,,
FTF,,,
FTFT,,,
FTHM,,,
FTHY,,,
FTI,,,
FTII,,,
FTIIW,,,
FTK,,,
FTNT,1.0,12.0,1.0
FTS,14.0,8.0,14.0
FTV,16.0,14.0,16.0
FUBO,,,
FUL,,,
FULC,,,
FULT,,,
FULTP,,,
FUN,,,
FUNC,,,
FUND,7.0,7.0,7.0
FURY,,,
FUSB,,,
FUSN,,,
FUTU,,,
FUV,,,
FVCB,,,
FVRR,,,
FWAC,,,
FWBI,,,
FWONA,,,
FWONK,,,
FWRD,,,
FWRG,,,
FXCO,,,
FXCOR,,,
FXCOW,,,
FXLV,,,
FXNC,,,
FYBR,,,
FZT,,,
G,,,
GAB,5.0,9.0,5.0
GAB^G,,,
GAB^H,,,
GAB^K,,,
GABC,,,
GAIA,,,
GAIN,,,
GAINN,,,
GAINZ,,,
GALT,,,
GAM,4.0,9.0,4.0
GAM^B,,,
GAMB,,,
GAMC,,,
GAMCU,,,
GAMCW,,,
GAME,,,
GAN,,,
GANX,,,
GAQ,,,
GASS,,,
GATE,,,
GATEU,,,
GATEW,,,
GATO,,,
GATX,,,
GAU,,,
GB,,,
GBAB,,,
GBBK,,,
GBBKR,,,
GBBKW,,,
GBCI,,,
GBDC,,,
GBIO,,,
GBLI,,,
GBNH,,,
GBNY,,,
GBR,,,
GBRG,,,
GBRGR,,,
GBRGU,,,
GBRGW,,,
GBTG,,,
GBX,,,
GCBC,,,
GCI,,,
GCMG,,,
GCMGW,,,
GCO,,,
GCT,,,
GCTK,,,
GCV,0.0,0.0,0.0
GD,8.0,20.0,8.0
GDC,,,
GDDY,,,
GDEN,,,
GDEV,,,
GDEVW,,,
GDHG,,,
GDL,0.0,0.0,0.0
GDL^C,,,
GDNR,,,
GDNRW,,,
GDO,,,
GDOT,,,
GDRX,,,
GDS,,,
GDST,,,
GDTC,,,
GDV,5.0,10.0,5.0
GDV^H,,,
GDV^K,,,
GDYN,,,
GE,14.0,15.0,14.0
GECC,,,
GECCM,,,
GECCN,,,
GECCO,,,
GEF,,,
GEG,,,
GEGGL,,,
GEHC,,,
GEHI,,,
GEL,,,
GEN,1.0,9.0,1.0
GENC,,,
GENE,,,
GENI,,,
GENQ,,,
GENQW,,,
GEO,,,
GEOS,,,
GER,0.0,0.0,0.0
GERN,,,
GES,,,
GETR,,,
GETY,,,
GEVO,,,
GF,4.0,7.0,4.0
GFAI,,,
GFAIW,,,
GFF,,,
GFGD,,,
GFGDR,,,
GFGDU,,,
GFGDW,,,
GFI,,,
GFL,,,
GFOR,,,
GFS,,,
GFX,,,
GGAA,,,
GGAAU,,,
GGAAW,,,
GGAL,,,
GGB,,,
GGE,,,
GGG,9.0,14.0,9.0
GGN,,,
GGN^B,,,
GGR,,,
GGROW,,,
GGT,2.0,9.0,2.0
GGT^E,,,
GGT^G,,,
GGZ,5.0,7.0,5.0
GH,,,
GHC,,,
GHG,,,
GHI,,,
GHIX,,,
GHIXU,,,
GHIXW,,,
GHL,,,
GHLD,,,
GHM,,,
GHRS,,,
GHSI,,,
GHY,,,
GIA,,,
GIB,1.0,8.0,1.0
GIC,,,
GIFI,,,
GIGM,,,
GIII,,,
GIL,1.0,5.0,1.0
GILD,0.0,14.0,0.0
GILT,,,
GIM,,,
GIPR,,,
GIS,8.0,9.0,8.0
GJO,,,
GJP,,,
GJR,,,
GJS,,,
GJT,,,
GKOS,,,
GL,2.0,8.0,2.0
GL^D,,,
GLAD,,,
GLBE,,,
GLBS,,,
GLBZ,,,
GLDD,,,
GLDG,,,
GLG,,,
GLLIR,,,
GLLIW,,,
GLMD,,,
GLNG,,,
GLO,3.0,8.0,3.0
GLOB,,,
GLOG^A,,,
GLOP,,,
GLOP^A,,,
GLOP^B,,,
GLOP^C,,,
GLP,,,
GLP^A,,,
GLP^B,,,
GLPG,,,
GLPI,6.0,4.0,6.0
GLQ,3.0,8.0,3.0
GLRE,,,
GLSI,,,
GLST,,,
GLT,,,
GLTA,,,
GLTO,,,
GLU,8.0,9.0,8.0
GLU^A,,,
GLU^B,,,
GLUE,,,
GLV,3.0,8.0,3.0
GLW,7.0,5.0,7.0
GLYC,,,
GM,10.0,13.0,10.0
GMAB,,,
GMBL,,,
GMBLP,,,
GMBLW,,,
GMDA,,,
GME,,,
GMED,,,
GMFI,,,
GMGI,,,
GMRE,,,
GMRE^A,,,
GMS,,,
GMVD,,,
GMVDW,,,
GNE,,,
GNE^A,,,
GNFT,,,
GNK,,,
GNL,,,
GNL^A,,,
GNL^B,,,
GNLN,,,
GNLX,,,
GNPX,,,
GNRC,,,
GNS,,,
GNSS,,,
GNT,,,
GNT^A,,,
GNTA,,,
GNTX,6.0,10.0,6.0
GNTY,,,
GNUS,,,
GNW,,,
GO,,,
GOCO,,,
GODNU,,,
GOEV,,,
GOEVW,,,
GOF,,,
GOGL,,,
GOGN,,,
GOGO,,,
GOL,,,
GOLD,15.0,12.0,15.0
GOLF,,,
GOOD,,,
GOODN,,,
GOODO,,,
GOOG,,,
GOOGL,2.0,11.0,2.0
GOOS,,,
GORO,,,
GOSS,,,
GOTU,,,
GOVX,,,
GOVXW,,,
GP,,,
GPAC,,,
GPC,4.0,5.0,4.0
GPCR,,,
GPI,,,
GPJA,,,
GPK,,,
GPMT,,,
GPMT^A,,,
GPN,1.0,11.0,1.0
GPOR,,,
GPP,,,
GPRE,,,
GPRK,,,
GPRO,,,
GPS,1.0,9.0,1.0
GRAB,,,
GRABW,,,
GRBK,,,
GRBK^A,,,
GRC,,,
GRCL,,,
GRCY,,,
GRCYW,,,
GREE,,,
GREEL,,,
GRF,3.0,10.0,3.0
GRFS,,,
GRFX,,,
GRI,,,
GRIL,,,
GRIN,,,
GRMN,5.0,8.0,5.0
GRNA,,,
GRNAW,,,
GRND,,,
GRNQ,,,
GRNT,,,
GROM,,,
GROMW,,,
GROV,,,
GROW,,,
GROY,,,
GRPH,,,
GRPN,,,
GRRR,,,
GRRRW,,,
GRTS,,,
GRTX,,,
GRVY,,,
GRWG,,,
GRX,4.0,10.0,4.0
GS,1.0,13.0,1.0
GS^A,,,
GS^C,,,
GS^D,,,
GS^J,,,
GS^K,,,
GSAT,,,
GSBC,,,
GSBD,,,
GSD,,,
GSDWW,,,
GSHD,,,
GSIT,,,
GSK,,,
GSL,,,
GSL^B,,,
GSM,,,
GSMG,,,
GSMGW,,,
GSRM,,,
GSRMR,,,
GSRMW,,,
GSUN,,,
GT,0.0,0.0,0.0
GTAC,,,
GTACW,,,
GTBP,,,
GTE,,,
GTEC,,,
GTES,,,
GTH,,,
GTHX,,,
GTIM,,,
GTLB,,,
GTLS,,,
GTLS^B,,,
GTN,,,
GTX,,,
GTXAP,,,
GTY,,,
GUG,,,
GURE,,,
GUT,10.0,8.0,10.0
GUT^C,,,
GVA,,,
GVP,,,
GWAV,,,
GWH,,,
GWRE,,,
GWRS,,,
GWW,3.0,5.0,3.0
GXO,,,
GYRO,,,
H,14.0,11.0,14.0
HA,,,
HAE,,,
HAFC,,,
HAIAU,,,
HAIAW,,,
HAIN,,,
HAL,9.0,9.0,9.0
HALL,,,
HALO,,,
HARP,,,
HAS,0.0,3.0,0.0
HASI,,,
HAYN,,,
HAYW,,,
HBAN,2.0,11.0,2.0
HBANL,,,
HBANM,,,
HBANP,,,
HBB,,,
HBCP,,,
HBI,1.0,8.0,1.0
HBIO,,,
HBM,,,
HBNC,,,
HBT,,,
HCA,4.0,17.0,4.0
HCAT,,,
HCC,,,
HCCI,,,
HCDI,,,
HCDIP,,,
HCDIW,,,
HCDIZ,,,
HCI,,,
HCKT,,,
HCM,,,
HCMAW,,,
HCNE,,,
HCNEU,,,
